Date,Open,High,Low,Close,Volume,OpenInterest
2023-03-15,370.94,374.4,368.85,374.2,172996900,0
2023-03-16,371.84,381.11,371.33,380.77,143254200,0
2023-03-17,379.43,380.57,374.93,376.31,140553400,0
2023-03-20,377.1,380.35,376.39,379.93,93055800,0
2023-03-21,383.31,385.4,381.71,384.92,91524200,0
2023-03-22,384.75,388.38,378.32,378.36,111746600,0
2023-03-23,381.24,385.29,376.66,379.38,119351300,0
2023-03-24,378.1,381.96,375.75,381.87,107682400,0
2023-03-27,384.16,384.93,381.69,382.59,74010400,0
2023-03-28,381.89,382.59,379.88,381.73,62871700,0
2023-03-29,385.91,387.52,384.7,387.28,77497900,0
2023-03-30,389.92,390.17,387.67,389.54,69840000,0
2023-03-31,390.47,395.33,390.36,395.03,112062600,0
2023-04-03,394.51,396.94,394.12,396.54,67391100,0
2023-04-04,397.19,397.48,392.96,394.34,66601500,0
2023-04-05,393.61,394.37,391.65,393.31,65200200,0
2023-04-06,392.51,395.12,391.45,394.84,63743300,0
2023-04-10,392.35,395.32,391.73,395.25,63681000,0
2023-04-11,395.87,396.76,394.58,395.35,59297900,0
2023-04-12,397.43,397.72,393.15,393.74,86420400,0
2023-04-13,394.83,399.33,393.68,398.97,85814800,0
2023-04-14,398.33,400.53,395.68,398.0,78161500,0
2023-04-17,397.91,399.44,396.67,399.42,66436400,0
2023-04-18,401.01,401.14,398.31,399.69,63560000,0
2023-04-19,397.77,400.52,397.71,399.62,55227300,0
2023-04-20,396.79,399.19,395.88,397.44,75840400,0
2023-04-21,397.74,398.21,395.79,397.75,73457400,0
2023-04-24,397.54,398.59,396.2,398.16,64332100,0
2023-04-25,396.18,396.74,391.78,391.84,97766700,0
2023-04-26,392.46,393.54,389.62,390.18,80447000,0
2023-04-27,392.73,398.22,392.48,397.95,92968400,0
2023-04-28,397.06,401.35,397.0,401.34,89433100,0
2023-05-01,400.9,402.98,400.71,400.94,62122300,0
2023-05-02,400.23,400.27,393.52,396.43,103998500,0
2023-05-03,396.94,399.36,393.47,393.71,91531800,0
2023-05-04,392.66,392.99,389.58,390.92,94901900,0
2023-05-05,394.57,399.21,394.31,398.16,87891800,0
2023-05-08,398.49,398.75,396.86,398.27,50046800,0
2023-05-09,396.71,397.64,396.29,396.52,49220100,0
2023-05-10,399.37,400.0,394.53,398.37,96142900,0
2023-05-11,397.5,397.97,395.59,397.68,70157100,0
2023-05-12,398.92,399.14,394.73,397.16,70481500,0
2023-05-15,397.77,398.93,395.84,398.53,54289400,0
2023-05-16,397.42,398.34,395.85,395.86,57705500,0
2023-05-17,397.89,401.28,396.24,400.67,87287000,0
2023-05-18,400.35,404.95,400.13,404.53,97177200,0
2023-05-19,405.44,405.97,402.72,403.94,103793300,0
2023-05-22,403.96,405.65,402.72,404.1,60745400,0
2023-05-23,402.45,404.04,399.17,399.57,86383500,0
2023-05-24,397.96,398.34,395.51,396.67,89213700,0
2023-05-25,400.2,401.57,397.95,400.11,90961600,0
