Date,Open,High,Low,Close,Volume,OpenInterest
2021-10-11,139.01,141.5,138.56,139.54,64452200,0
2021-10-12,139.95,139.97,137.81,138.27,73035900,0
2021-10-13,138.01,138.16,136.01,137.68,78762700,0
2021-10-14,138.86,140.59,138.27,140.47,69907100,0
2021-10-15,140.48,141.58,140.23,141.52,67940300,0
2021-10-18,140.17,143.48,139.88,143.2,85589200,0
2021-10-19,143.65,145.76,143.2,145.36,76378900,0
2021-10-20,145.3,146.32,144.73,145.84,58418800,0
2021-10-21,145.4,146.22,144.49,146.06,61421000,0
2021-10-22,146.26,146.74,145.24,145.29,58883400,0
2021-10-25,145.28,145.95,144.24,145.24,50720600,0
2021-10-26,145.91,147.39,145.6,145.9,60893400,0
2021-10-27,145.94,146.3,145.09,145.44,56094900,0
2021-10-28,146.39,149.66,146.29,149.08,100077900,0
2021-10-29,143.85,146.51,143.06,146.37,124953200,0
2021-11-01,145.58,146.27,144.42,145.55,74588300,0
2021-11-02,145.26,148.1,145.25,146.59,69122000,0
2021-11-03,146.95,148.49,146.39,148.02,54511500,0
2021-11-04,148.11,148.94,147.19,147.5,60394600,0
2021-11-05,148.63,148.93,146.84,148.03,65463900,0
2021-11-08,148.16,148.32,146.94,147.21,55020900,0
2021-11-09,146.98,148.18,146.84,147.57,56787900,0
2021-11-10,146.8,146.91,144.68,144.75,65187100,0
2021-11-11,145.76,146.22,144.51,144.7,41000000,0
2021-11-12,145.24,147.17,144.31,146.77,63804000,0
2021-11-15,147.14,148.62,146.22,146.78,59222800,0
2021-11-16,146.72,148.24,146.13,147.76,59256200,0
2021-11-17,147.76,151.67,147.75,150.2,88807000,0
2021-11-18,150.41,155.26,149.77,154.48,137827700,0
2021-11-19,154.27,157.56,153.17,157.1,117305600,0
2021-11-22,158.21,162.14,157.54,157.56,117467900,0
2021-11-23,157.66,158.33,155.65,157.95,96041900,0
2021-11-24,157.3,158.66,156.21,158.46,69463600,0
2021-11-26,156.15,157.01,153.0,153.44,76959800,0
2021-11-29,155.95,157.73,155.38,156.8,88748200,0
2021-11-30,156.56,161.97,156.49,161.75,174048100,0
2021-12-01,163.89,166.64,161.0,161.23,152052500,0
2021-12-02,155.33,160.68,154.41,160.25,136739200,0
2021-12-03,160.5,161.42,156.29,158.37,118023100,0
2021-12-06,160.76,164.28,160.75,161.77,107497000,0
2021-12-07,165.45,167.9,164.73,167.51,120405400,0
2021-12-08,168.44,172.18,167.04,171.32,116998900,0
2021-12-09,171.16,172.96,170.19,170.81,108923700,0
2021-12-10,171.45,175.77,170.94,175.6,115402700,0
2021-12-13,177.23,178.22,171.76,171.97,153237000,0
2021-12-14,171.49,173.93,168.51,170.59,139380400,0
2021-12-15,171.35,175.65,168.61,175.45,131063300,0
2021-12-16,175.43,177.25,167.09,168.56,150185800,0
2021-12-17,166.28,169.75,166.05,167.47,195432700,0
2021-12-20,164.67,166.92,163.87,166.11,107499100,0
2021-12-21,167.88,169.48,165.49,169.28,91185900,0
2021-12-22,169.33,172.09,168.46,171.87,92135300,0
2021-12-23,172.08,173.05,171.51,172.5,68356600,0
2021-12-27,173.29,176.55,173.27,176.46,74919600,0
2021-12-28,176.29,177.44,174.7,175.44,79144300,0
2021-12-29,175.48,176.75,174.32,175.53,62348900,0
2021-12-30,175.62,176.69,174.27,174.38,59773000,0
2021-12-31,174.27,175.38,173.46,173.76,64062300,0
2022-01-03,174.01,178.96,173.9,178.1,104487900,0
2022-01-04,178.71,179.01,175.28,175.84,99310400,0
2022-01-05,175.76,176.3,170.89,171.17,94537600,0
2022-01-06,168.99,171.54,167.96,168.31,96904000,0
2022-01-07,169.18,170.4,167.36,168.47,86709100,0
2022-01-10,165.45,168.8,164.56,168.49,106765600,0
2022-01-11,168.62,171.42,167.15,171.32,76138300,0
2022-01-12,172.34,173.38,171.07,171.76,74805200,0
2022-01-13,172.01,172.83,168.1,168.49,84505800,0
2022-01-14,167.66,170.05,167.42,169.36,80440800,0
2022-01-18,167.83,168.84,165.77,166.16,90956700,0
2022-01-19,166.35,167.41,162.38,162.66,94815000,0
2022-01-20,163.4,166.04,160.66,160.98,91420500,0
2022-01-21,160.89,162.76,158.82,158.92,122848900,0
2022-01-24,156.59,158.82,151.38,158.15,162294600,0
2022-01-25,155.57,159.27,153.65,156.35,115798400,0
2022-01-26,159.99,160.86,154.43,156.26,108275300,0
2022-01-27,158.96,160.32,154.88,155.8,121954600,0
2022-01-28,162.15,166.69,159.31,166.67,179935700,0
2022-01-31,166.51,171.24,165.87,171.03,115541600,0
2022-02-01,170.28,171.09,168.61,170.86,86213900,0
2022-02-02,171.0,172.11,169.61,172.07,84914300,0
2022-02-03,170.74,172.46,168.43,169.19,89418100,0
2022-02-04,168.21,170.58,167.23,168.91,82465400,0
2022-02-07,169.37,170.43,167.49,168.19,77251200,0
2022-02-08,168.26,171.81,167.96,171.3,74829200,0
2022-02-09,172.49,173.08,171.36,172.72,71285000,0
2022-02-10,170.62,171.93,168.08,168.64,90865900,0
2022-02-11,168.85,169.58,164.64,165.23,98670700,0
2022-02-14,163.99,166.15,163.19,165.47,86185500,0
2022-02-15,167.51,169.45,166.81,169.3,62527400,0
2022-02-16,168.38,169.84,166.61,169.06,61177400,0
2022-02-17,167.57,168.43,165.06,165.47,69589300,0
2022-02-18,166.39,167.09,162.83,163.92,82772700,0
2022-02-22,161.64,163.32,158.87,161.0,91162800,0
2022-02-23,162.19,162.79,156.52,156.83,90009200,0
2022-02-24,149.5,159.56,148.93,159.45,141147500,0
2022-02-25,160.53,161.78,157.62,161.52,91974200,0
2022-02-28,159.76,162.08,159.15,161.78,95056600,0
2022-03-01,161.37,163.23,158.7,159.9,83474400,0
2022-03-02,161.07,163.98,159.66,163.19,79724800,0
2022-03-03,165.06,165.5,162.2,162.87,76678400,0
2022-03-04,161.16,162.2,158.82,159.87,83737200,0
2022-03-07,160.06,161.68,155.82,156.08,96418800,0
2022-03-08,155.61,159.59,152.65,154.26,131148300,0
2022-03-09,158.22,160.11,156.19,159.66,91454900,0
2022-03-10,156.96,157.15,152.83,155.32,105342000,0
2022-03-11,155.72,156.06,151.38,151.6,96970100,0
2022-03-14,148.39,151.0,147.07,147.58,108732100,0
2022-03-15,147.85,152.43,147.34,151.95,92964300,0
2022-03-16,153.88,156.77,151.34,156.36,102300200,0
2022-03-17,155.4,157.75,154.44,157.37,75615400,0
2022-03-18,157.27,161.15,156.53,160.67,123511700,0
2022-03-21,160.2,162.99,159.71,162.04,95811400,0
2022-03-22,162.16,166.0,161.58,165.41,81532000,0
2022-03-23,164.59,169.15,164.26,166.77,98062700,0
2022-03-24,167.6,170.62,166.77,170.55,90131400,0
2022-03-25,170.36,171.74,169.26,171.19,80546200,0
2022-03-28,168.69,172.18,168.52,172.05,90371900,0
2022-03-29,173.12,175.39,172.78,175.34,100589400,0
2022-03-30,174.94,175.98,173.13,174.18,92633200,0
2022-03-31,174.24,174.43,170.87,171.08,103049300,0
2022-04-01,170.51,171.34,168.46,170.79,78751300,0
2022-04-04,171.04,174.88,170.91,174.83,76468400,0
2022-04-05,173.91,174.7,170.89,171.52,73401800,0
2022-04-06,168.88,170.12,166.69,168.36,89058800,0
2022-04-07,167.7,169.86,166.42,168.66,77594700,0
2022-04-08,168.31,168.31,165.78,166.65,76575500,0
2022-04-11,165.3,165.61,162.15,162.4,72246700,0
2022-04-12,164.62,166.44,163.27,164.27,79265200,0
2022-04-13,164.01,167.58,163.4,166.96,70618900,0
2022-04-14,167.17,167.81,161.7,161.95,75329400,0
2022-04-18,160.61,163.23,160.26,161.73,69023900,0
2022-04-19,161.68,164.43,160.6,164.02,67723800,0
2022-04-20,165.35,165.47,162.74,163.85,67929800,0
